fecha,USD CCL,USD MEP,OFICIAL,EUR,UYU,Brecha
2019-07-01,42.36,42.36,42.36,44.26,,0
2019-07-02,42.17,42.17,42.17,44.07,,0
2019-07-03,42.04,42.04,42.04,43.94,,0
2019-07-04,41.82,41.82,41.82,43.72,,0
2019-07-05,41.82,41.82,41.82,43.72,,0
2019-07-10,41.86,41.86,41.86,43.76,,0
2019-07-11,41.72,41.72,41.72,43.62,,0
2019-07-12,41.59,41.59,41.59,43.49,,0
2019-07-15,42.39,42.39,42.39,44.29,,0
2019-07-16,42.68,42.68,42.68,44.58,,0
2019-07-17,42.52,42.52,42.52,44.42,,0
2019-07-18,42.43,42.43,42.43,44.33,,0
2019-07-19,42.43,42.43,42.43,44.33,,0
2019-07-22,42.46,42.46,42.46,44.36,,0
2019-07-23,42.67,42.67,42.67,44.57,,0
2019-07-24,42.89,42.89,42.89,44.79,,0
2019-07-25,43.39,43.39,43.39,45.29,,0
2019-07-26,43.34,43.34,43.34,45.24,,0
2019-07-29,43.83,43.83,43.83,45.73,,0
2019-07-30,43.95,43.95,43.95,45.85,,0
2019-07-31,43.88,43.88,43.88,45.78,,0
2019-08-01,44.36,44.36,44.36,46.26,,0
2019-08-02,44.65,44.65,44.65,46.55,,0
2019-08-05,45.46,45.46,45.46,47.36,,0
2019-08-06,45.32,45.32,45.32,47.22,,0
2019-08-07,45.57,45.57,45.57,47.47,,0
2019-08-08,45.24,45.24,45.24,47.14,,0
2019-08-09,45.31,45.31,45.31,47.21,,0
2019-08-12,53.0,53.0,53.0,54.9,,0
2019-08-13,55.65,55.65,55.65,57.55,,0
2019-08-14,60.08,60.08,60.08,61.98,,0
2019-08-15,57.25,57.25,57.25,59.15,,0
2019-08-16,54.8,54.8,54.8,56.7,,0
2019-08-20,54.73,54.73,54.73,56.63,,0
2019-08-21,55.0,55.0,55.0,56.9,,0
2019-08-22,55.11,55.11,55.11,57.01,,0
2019-08-23,55.15,55.15,55.15,57.05,,0
2019-08-26,55.3,55.3,55.3,57.2,,0
2019-08-27,56.26,56.26,56.26,58.16,,0
2019-08-28,58.02,58.02,58.02,59.92,,0
2019-08-29,57.88,57.88,57.88,59.78,,0
2019-08-30,59.5,59.5,59.5,61.4,,0
2019-09-02,61.5,60.27,56.02,63.4,,10
2019-09-03,62.0,60.76,55.35,63.9,,12
2019-09-04,62.5,61.25,56.01,64.4,,12
2019-09-05,63.0,61.74,56.02,64.9,,12
2019-09-06,63.5,62.23,55.84,65.4,,14
2019-09-09,64.0,60.8,56.01,65.9,,14
2019-09-10,65.0,61.75,56.03,66.9,,16
2019-09-11,66.0,62.7,56.18,67.9,,17
2019-09-12,69.0,65.55,56.12,70.9,,23
2019-09-13,73.0,69.35,56.12,74.9,,30
2019-09-16,71.0,67.45,56.27,72.9,,26
2019-09-17,70.5,66.98,56.5,72.4,,25
2019-09-18,69.0,65.55,56.5,70.9,,22
2019-09-19,69.0,65.9,56.57,70.9,,22
2019-09-20,68.5,65.59,56.67,70.4,,21
2019-09-23,68.0,65.28,56.93,69.9,,19
2019-09-24,65.5,63.54,56.9,67.4,,15
2019-09-25,64.25,62.32,57.07,66.15,,13
2019-09-26,64.0,61.92,57.22,65.9,,12
2019-09-27,62.75,60.87,57.33,64.65,,9
2019-09-30,63.25,61.35,57.59,65.15,,10
2019-10-01,67.0,63.65,57.64,68.9,,16
2019-10-02,66.5,62.51,57.82,68.4,,15
2019-10-03,66.0,62.7,57.74,67.9,,14
2019-10-04,67.0,63.32,57.73,68.9,,16
2019-10-07,65.5,62.23,57.84,67.4,,13
2019-10-08,66.5,63.18,57.85,68.4,,15
2019-10-09,68.0,64.6,57.99,69.9,,17
2019-10-10,68.0,64.94,57.99,69.9,,17
2019-10-11,68.5,66.27,58.04,70.4,,18
2019-10-15,68.5,66.45,58.27,70.4,,18
2019-10-16,69.4,67.32,58.35,71.3,,19
2019-10-17,74.0,71.04,58.32,75.9,,27
2019-10-18,74.0,71.04,58.35,75.9,37.4,27
2019-10-21,75.0,72.0,58.5,76.9,37.4,28
2019-10-22,79.0,75.45,58.65,80.9,37.43,35
2019-10-23,77.0,73.15,59.0,78.9,37.4,31
2019-10-24,78.5,74.58,59.45,80.4,37.4,32
2019-10-25,81.0,75.33,59.99,82.9,37.45,35
2019-10-28,81.5,77.02,59.5,83.4,37.5,37
2019-10-29,75.75,71.96,59.47,77.65,37.48,27
2019-10-30,78.5,74.77,59.72,80.4,37.48,31
2019-10-30,80.0,76.4,59.67,81.9,37.445,34
2019-11-01,80.5,76.07,59.75,82.4,37.43,35
2019-11-02,79.0,74.26,59.7,80.9,37.275,32
2019-11-05,78.5,73.4,59.65,80.4,37.38,32
2019-11-06,79.0,73.87,59.65,80.9,37.5,32
2019-11-07,78.75,73.63,59.6,80.65,37.45,32
2019-11-08,78.5,73.01,59.5,80.4,37.45,32
2019-11-11,77.0,72.38,59.5,78.9,37.48,29
2019-11-12,77.35,72.71,59.7,79.25,37.495,30
2019-11-13,76.0,71.44,59.72,77.9,37.56,27
2019-11-14,76.0,71.63,59.72,77.9,37.7,27
2019-11-15,76.25,72.06,59.67,78.15,37.655,28
2019-11-19,76.0,71.82,59.69,77.9,37.65,27
2019-11-20,75.5,71.91,59.72,77.4,37.67,26
2019-11-21,75.0,71.63,59.72,76.9,37.75,26
2019-11-22,75.0,71.63,59.77,76.9,37.77,25
2019-11-25,74.25,71.09,59.71,76.15,37.8,24
2019-11-26,73.0,70.24,59.94,74.9,37.915,22
2019-11-27,73.0,70.81,59.77,74.9,38.07,22
2019-11-28,73.15,70.77,59.77,75.05,38.084,22
2019-11-29,74.75,72.51,59.91,76.65,37.875,25
2019-12-02,75.25,72.62,59.98,77.15,37.705,25
2019-12-03,74.5,72.27,59.93,76.4,37.65,24
2019-12-04,76.25,73.77,59.88,78.15,37.82,27
2019-12-05,80.0,75.8,59.99,81.9,37.75,33
2019-12-06,79.0,75.05,59.94,80.9,37.7,32
2019-12-09,77.0,73.54,59.95,78.9,37.9,28
2019-12-10,75.5,72.48,59.99,77.4,37.95,26
2019-12-11,76.0,72.96,59.82,77.9,37.9,27
2019-12-12,73.5,70.56,59.82,75.4,37.85,23
2019-12-13,74.0,70.67,59.82,75.9,37.825,24
2019-12-16,76.0,73.34,59.82,77.9,37.67,27
2019-12-17,75.0,72.75,59.82,76.9,37.67,25
2019-12-18,73.25,71.42,59.82,75.15,37.67,22
2019-12-19,73.0,71.18,59.82,74.9,37.575,22
2019-12-20,73.0,71.54,59.82,74.9,37.6,22
2019-12-23,72.5,71.05,59.99,74.4,37.35,21
2019-12-26,73.0,71.72,59.89,74.9,37.05,22
2019-12-27,73.5,72.03,59.83,75.4,37.15,23
2019-12-30,74.5,72.64,59.91,76.4,37.35,24
2020-01-02,75.0,73.88,59.82,76.9,37.2,25
2020-01-03,76.0,74.48,59.82,77.9,37.35,27
2020-01-06,77.5,75.95,59.82,79.4,37.35,30
2020-01-07,78.0,76.44,59.82,79.9,37.5,30
2020-01-08,77.5,75.18,59.82,79.4,37.45,30
2020-01-09,78.25,75.9,59.82,80.15,37.35,31
2020-01-10,80.25,77.84,59.82,82.15,37.25,34
2020-01-13,80.75,78.73,59.95,82.65,37.45,35
2020-01-14,80.75,79.14,60.06,82.65,37.33,34
2020-01-15,81.25,79.83,59.95,83.15,37.37,36
2020-01-16,81.5,79.87,59.98,83.4,37.35,36
2020-01-17,80.75,79.34,60.0,82.65,37.39,35
2020-01-20,81.25,79.83,60.0,83.15,37.43,35
2020-01-21,81.25,79.83,60.1,83.15,37.95,35
2020-01-22,81.5,80.07,60.07,83.4,37.3,36
2020-01-23,84.0,81.69,60.08,85.9,37.275,40
2020-01-24,83.35,81.89,60.09,85.25,37.235,39
2020-01-27,84.0,82.32,60.17,85.9,37.415,40
2020-01-28,84.7,83.01,60.18,86.6,37.365,41
2020-01-29,84.0,82.32,60.23,85.9,37.4,39
2020-01-30,84.5,82.81,60.25,86.4,37.52,40
2020-01-31,85.5,83.79,60.35,87.4,37.6,42
2020-02-03,84.5,82.81,60.46,86.4,37.61,40
2020-02-04,85.0,83.3,60.58,86.9,37.555,40
2020-02-05,84.7,83.01,60.59,86.6,37.58,40
2020-02-06,84.5,82.81,60.69,86.4,37.585,39
2020-02-07,84.15,82.47,60.78,86.05,37.76,38
2020-02-10,84.0,82.32,60.98,85.9,37.745,38
2020-02-11,84.0,82.32,61.12,85.9,37.875,37
2020-02-12,83.0,81.34,61.23,84.9,38.025,36
2020-02-13,83.0,81.55,61.39,84.9,37.95,35
2020-02-14,83.15,81.78,61.46,85.05,37.895,35
2020-02-17,83.0,81.76,61.46,84.92,37.94,35
2020-02-18,81.75,80.52,61.66,83.68,38.053,33
2020-02-19,81.75,80.52,61.73,83.68,38.035,32
2020-02-20,81.25,80.44,61.79,83.18,38.27,31
2020-02-21,80.5,80.1,61.84,82.42,38.388,30
2020-02-26,80.5,79.7,62.09,82.42,38.663,30
2020-02-27,80.5,79.57,62.14,82.41,38.95,30
2020-02-28,81.5,80.48,62.21,83.41,39.158,31
2020-03-02,82.75,81.51,62.26,84.65,39.158,33
2020-03-03,82.0,80.69,62.31,83.9,39.663,32
2020-03-04,81.75,80.4,62.36,83.65,40.138,31
2020-03-05,81.75,80.52,62.42,83.64,40.775,31
2020-03-06,82.8,81.35,62.48,84.69,40.775,33
2020-03-09,86.0,84.28,62.53,87.87,42.838,38
2020-03-10,84.75,83.27,62.59,86.64,43.238,35
2020-03-11,87.5,85.75,62.67,89.39,43.553,40
2020-03-12,89.5,87.49,62.82,91.39,44.578,42
2020-03-13,89.25,87.24,62.9,91.15,44.623,42
2020-03-16,89.25,87.24,63.04,91.14,45.54,42
2020-03-17,88.25,86.71,63.18,90.16,45.478,40
2020-03-18,90.0,88.88,63.33,91.92,46.078,42
2020-03-19,89.25,88.8,63.55,91.19,45.35,40
2020-03-20,90.0,89.78,63.77,91.93,44.5,41
2020-03-25,88.0,87.78,64.05,89.92,43.408,37
2020-03-26,84.5,83.66,64.23,86.41,43.063,32
2020-03-27,86.5,85.2,64.41,88.4,43.625,34
2020-03-30,86.0,84.93,64.47,87.91,43.613,33
2020-04-01,88.0,87.12,64.53,89.91,44.008,36
2020-04-02,88.75,87.86,64.72,90.67,44.325,37
2020-04-03,89.0,88.11,64.91,90.93,44.5,37
2020-04-06,90.25,89.12,64.99,92.18,43.413,39
2020-04-07,90.5,89.37,65.07,92.42,43.088,39
2020-04-08,95.0,94.05,65.16,96.92,43.125,46
2020-04-13,102.5,101.48,65.38,104.42,43.575,57
2020-04-14,108.5,106.87,65.5,110.41,43.325,66
2020-04-15,110.0,107.8,65.62,111.92,43.575,68
2020-04-16,102.0,98.94,65.74,103.92,43.5,55
2020-04-17,101.75,98.95,65.86,103.67,43.28,54
2020-04-20,106.0,103.62,65.98,107.92,43.088,61
2020-04-21,109.0,107.37,66.09,110.92,43.175,65
2020-04-22,111.0,109.34,66.23,112.92,43.075,68
2020-04-23,112.0,110.04,66.32,113.93,43.143,69
2020-04-24,111.0,108.78,66.43,112.92,43.688,67
2020-04-27,115.25,112.95,66.53,117.17,43.325,73
2020-04-28,117.75,115.4,66.63,119.67,42.94,77
2020-04-29,111.0,109.34,66.75,112.92,42.4,66
2020-04-30,114.0,112.29,66.84,115.91,42.85,71
2020-05-01,114.0,112.29,66.84,115.91,42.85,71
2020-05-04,114.0,110.58,66.93,115.92,42.788,70
2020-05-05,119.0,116.32,67.0,120.92,42.58,78
2020-05-06,118.25,115.59,67.1,120.18,43.313,76
2020-05-07,118.0,115.35,67.19,119.92,44.163,76
2020-05-08,116.5,114.17,67.27,118.42,43.825,73
2020-05-11,117.75,115.1,67.37,119.67,43.838,75
2020-05-12,121.0,118.28,67.46,122.92,43.913,79
2020-05-13,125.5,122.68,67.54,127.42,43.86,86
2020-05-14,122.0,118.95,67.64,123.93,44.195,80
2020-05-15,121.0,117.67,67.73,122.92,44.175,79
2020-05-18,118.0,114.76,67.82,119.92,44.175,74
2020-05-19,118.0,113.58,67.9,119.92,43.513,74
2020-05-20,118.75,114.59,68.0,120.66,43.275,75
2020-05-21,118.5,114.06,68.09,120.41,43.4,74
2020-05-22,114.0,110.01,68.18,115.92,43.373,67
2020-05-25,114.0,110.01,68.18,115.92,43.373,67
2020-05-26,110.0,105.6,68.27,111.91,43.088,61
2020-05-27,110.0,105.6,68.36,111.91,43.325,61
2020-05-28,113.0,107.35,68.45,114.9,43.238,65
2020-05-29,115.0,109.25,68.54,116.9,43.263,68
2020-06-01,116.0,110.2,68.63,117.9,43.338,69
2020-06-02,116.0,107.88,68.71,117.9,43.113,69
2020-06-03,117.0,108.81,68.81,118.89,43.0,70
2020-06-04,118.0,110.92,68.9,119.88,42.875,71
2020-06-05,117.0,111.15,68.99,118.89,42.538,70
2020-06-08,118.5,112.58,69.08,120.39,42.35,72
2020-06-09,117.0,109.98,69.17,118.88,42.638,69
2020-06-10,116.0,109.04,69.26,117.88,42.823,67
2020-06-11,114.0,107.16,69.31,115.89,43.018,64
2020-06-12,112.5,105.75,69.37,114.39,42.6,62
2020-06-16,112.5,105.75,69.37,114.39,42.6,62
2020-06-17,108.5,105.25,69.67,110.39,42.42,56
2020-06-18,109.0,105.73,69.74,110.89,42.688,56
2020-06-19,109.0,106.82,69.8,110.89,42.688,56
2020-06-22,108.5,107.42,69.97,110.39,42.288,55
2020-06-23,109.5,107.31,70.03,111.38,42.168,56
2020-06-24,108.5,106.33,70.1,110.39,42.125,55
2020-06-25,108.5,104.16,70.16,110.39,42.125,55
2020-06-26,107.0,103.79,70.22,108.89,42.05,52
2020-06-29,105.0,100.8,70.4,106.89,42.225,49
2020-06-30,105.0,99.75,70.46,106.89,42.203,49
2020-07-01,108.5,104.16,70.52,110.39,42.273,54
2020-07-02,110.0,105.6,70.58,111.89,42.568,56
2020-07-03,110.0,105.6,70.64,111.89,42.7,56
2020-07-06,108.5,106.33,70.82,110.38,43.213,53
2020-07-07,109.5,108.41,70.87,111.39,43.57,55
2020-07-08,109.5,108.41,70.94,111.38,43.65,54
2020-07-13,111.5,109.83,71.24,113.38,43.65,57
2020-07-14,113.0,111.31,71.3,114.88,43.823,58
2020-07-15,113.5,111.8,71.36,115.38,43.85,59
2020-07-16,116.0,114.26,71.42,117.88,43.885,62
2020-07-17,118.0,115.64,71.48,119.87,43.71,65
2020-07-20,120.0,117.6,71.66,121.87,43.363,67
2020-07-21,119.0,116.62,71.72,120.87,43.078,66
2020-07-22,117.0,114.66,71.78,118.86,42.605,63
2020-07-23,115.0,112.13,71.84,116.86,42.413,60
2020-07-24,116.5,113.59,71.9,118.36,42.313,62
2020-07-27,117.0,114.66,72.08,118.85,42.405,62
2020-07-28,118.0,115.64,72.14,119.85,42.378,64
2020-07-29,118.0,115.64,72.2,119.85,42.498,63
2020-07-30,122.0,119.56,72.26,123.84,42.553,69
2020-07-31,122.0,119.56,72.32,123.85,42.348,69
2020-08-03,122.5,121.28,72.52,124.35,42.558,69
2020-08-04,119.0,116.62,72.57,120.85,42.695,64
2020-08-05,120.0,117.6,72.62,121.84,42.565,65
2020-08-06,124.0,121.52,72.7,125.84,42.705,71
2020-08-07,128.0,125.44,72.77,129.85,42.65,76
2020-08-10,129.0,126.42,72.95,130.85,42.45,77
2020-08-11,130.0,126.75,73.0,131.85,42.44,78
2020-08-12,131.0,127.07,73.05,132.85,42.528,79
2020-08-13,130.5,125.93,73.11,132.35,42.45,78
2020-08-14,127.0,123.19,73.16,128.84,42.505,74
2020-08-18,130.0,126.1,73.4,131.84,42.663,77
2020-08-19,131.0,127.07,73.48,132.84,42.928,78
2020-08-20,133.0,129.01,73.53,134.84,43.188,81
2020-08-21,134.0,129.98,73.58,135.85,42.825,82
2020-08-24,133.5,129.5,73.73,135.35,42.738,81
2020-08-25,131.0,127.07,73.81,132.85,42.738,77
2020-08-26,128.0,124.16,73.86,129.85,42.695,73
2020-08-27,126.5,122.71,73.94,128.35,42.668,71
2020-08-28,125.5,121.74,74.0,127.34,42.5,70
2020-08-31,125.0,120.63,74.18,126.84,42.59,69
2020-09-02,125.0,120.63,74.32,126.84,42.65,68
2020-09-03,124.0,119.66,74.38,125.84,42.53,67
2020-09-04,122.5,118.21,74.44,124.34,42.44,65
2020-09-07,121.5,117.25,74.44,123.35,42.425,63
2020-09-08,124.0,119.66,74.71,125.85,42.568,66
2020-09-09,126.0,122.22,74.77,127.85,42.55,69
2020-09-10,128.5,124.65,74.84,130.35,42.525,72
2020-09-11,128.5,123.36,74.91,130.34,42.463,72
2020-09-14,130.5,123.98,75.12,132.34,42.463,74
2020-09-15,128.5,122.72,75.19,130.34,42.468,71
2020-09-16,134.0,128.64,75.25,135.85,42.415,78
2020-09-17,134.5,129.12,75.32,136.34,42.458,79
2020-09-18,140.0,133.0,75.38,141.84,42.433,86
2020-09-21,148.0,139.12,75.59,149.85,42.42,96
2020-09-22,150.0,140.25,75.65,151.85,42.405,98
2020-09-23,160.0,144.0,75.72,161.86,42.37,111
2020-09-24,150.0,138.0,75.78,151.86,42.44,98
2020-09-25,150.0,139.5,75.85,151.86,42.535,98
2020-09-28,150.0,141.75,76.06,151.86,42.483,97
2020-09-29,152.0,142.88,76.12,153.85,42.483,100
2020-09-30,150.0,141.75,76.18,151.85,42.55,97
2020-10-01,151.0,143.45,76.25,152.85,42.535,98
2020-10-02,155.0,145.7,76.95,156.85,42.55,101
2020-10-05,155.0,145.7,77.01,156.85,42.505,101
2020-10-06,156.0,145.08,77.08,157.85,42.518,102
2020-10-07,156.0,145.08,77.11,157.85,42.57,102
2020-10-08,156.0,145.08,77.11,157.85,42.57,102
2020-10-09,160.0,147.2,77.15,161.85,42.578,107
2020-10-13,161.0,146.51,77.4,162.85,42.578,108
2020-10-14,168.0,154.56,77.48,169.85,42.648,117
2020-10-15,170.0,156.4,77.47,171.85,42.82,119
2020-10-16,170.0,156.4,77.52,171.85,42.898,119
2020-10-19,170.0,158.1,77.59,171.85,42.78,119
2020-10-20,170.0,158.1,77.59,171.85,42.78,119
2020-10-21,180.0,167.4,77.75,181.84,42.678,132
2020-10-22,180.0,165.6,78.08,181.85,42.673,131
2020-10-23,175.0,161.0,78.13,176.84,42.66,124
2020-10-26,170.0,156.4,78.26,171.85,42.65,117
2020-10-27,163.0,153.22,78.3,164.85,42.718,108
2020-10-28,160.0,150.4,78.31,161.85,42.878,104
2020-10-29,158.0,148.52,78.3,159.86,42.958,102
2020-10-30,158.0,148.52,78.32,159.86,43.013,102
2020-11-02,150.0,141.0,78.69,151.86,43.013,91
2020-11-03,153.0,143.82,78.93,154.85,42.9,94
2020-11-04,154.0,146.3,79.03,155.85,42.873,95
2020-11-05,153.0,145.35,79.1,154.85,42.755,93
2020-11-06,153.0,145.35,79.1,154.84,42.748,93
2020-11-09,148.0,141.34,79.35,149.85,42.633,87
2020-11-10,150.0,143.25,79.43,151.85,42.703,89
2020-11-11,150.0,143.25,79.43,151.85,42.703,89
2020-11-12,148.0,142.08,79.56,149.85,42.863,86
2020-11-13,149.0,143.04,79.75,150.85,42.933,87
2020-11-16,150.0,144.38,79.97,151.84,42.843,88
2020-11-17,150.0,144.38,80.04,151.84,42.755,87
2020-11-18,152.0,147.82,80.15,153.84,42.7,90
2020-11-19,154.0,150.15,80.28,155.84,42.815,92
2020-11-20,152.0,148.96,80.35,153.84,42.77,89
2020-11-24,152.0,148.96,80.7,153.84,42.625,88
2020-11-25,152.0,148.2,80.79,153.84,42.633,88
2020-11-26,152.0,148.2,80.79,153.84,42.625,88
2020-11-27,152.0,148.2,81.07,153.84,42.62,87
2020-11-30,151.0,147.23,81.31,152.84,42.538,86
2020-12-01,150.0,145.5,81.43,151.83,42.37,84
2020-12-02,148.5,144.05,81.49,150.33,42.615,82
2020-12-03,146.5,142.11,81.56,148.32,42.59,80
2020-12-04,145.0,140.65,81.65,146.82,42.703,78
2020-12-09,144.0,139.68,82.04,145.83,42.568,76
2020-12-10,142.75,138.47,82.13,144.57,42.475,74
2020-12-11,142.0,138.45,82.21,143.83,42.443,73
2020-12-14,144.0,141.12,82.45,145.82,42.378,75
2020-12-15,145.0,142.1,82.53,146.82,42.428,76
2020-12-16,144.0,141.12,82.62,145.82,42.423,74
2020-12-17,143.0,141.21,82.71,144.82,42.345,73
2020-12-18,143.0,141.21,82.84,144.82,42.1,73
2020-12-21,141.0,139.59,83.15,142.82,42.17,70
2020-12-22,142.0,140.58,83.26,143.82,42.183,71
2020-12-23,143.0,141.57,83.35,144.82,42.285,72
2020-12-28,143.25,142.18,83.9,145.07,42.178,71
2020-12-29,143.5,142.42,84.03,145.32,42.215,71
2020-12-30,143.5,142.07,84.15,145.31,42.353,71
2021-01-04,145.5,144.05,84.7,147.32,42.155,72
2021-01-05,147.0,145.53,84.8,148.81,42.288,73
2021-01-06,147.5,146.03,84.91,149.31,42.288,74
2021-01-07,149.0,147.51,85.0,150.82,42.51,75
2021-01-08,149.5,148.01,85.12,151.32,42.443,76
2021-01-11,150.5,147.87,85.37,152.32,42.625,76
2021-01-12,150.5,147.49,85.47,152.32,42.445,76
2021-01-13,150.5,147.11,85.55,152.32,42.395,76
2021-01-14,150.5,147.11,85.64,152.32,42.368,76
2021-01-15,150.5,147.11,85.74,152.33,42.388,76
2021-01-18,151.0,147.98,86.21,152.82,42.185,75
2021-01-19,151.0,147.98,86.21,152.82,42.185,75
2021-01-20,150.5,147.49,86.35,152.33,42.1,74
2021-01-21,152.0,148.2,86.43,153.82,42.175,76
2021-01-22,152.0,147.44,86.57,153.82,42.148,76
