fecha,USD CCL,USD MEP,OFICIAL,EUR,UYU,Brecha
2022-07-08,302.0,289.92,126.81,303.98,40.283,138
2022-07-11,302.0,289.92,127.58,304.0,40.283,137
2022-07-12,292.0,286.16,127.58,294.0,40.283,129
2022-07-13,291.0,279.36,127.85,292.99,41.3,128
2022-07-14,296.0,284.16,128.01,298.0,41.918,131
2022-07-15,300.0,288.0,128.25,301.99,42.21,134
2022-07-18,305.0,292.8,128.91,306.99,42.21,137
2022-07-19,307.0,294.72,129.14,308.99,42.21,138
2022-07-20,312.0,302.64,129.38,313.98,41.855,141
2022-07-21,335.0,324.95,129.58,336.98,41.83,159
2022-07-22,325.0,315.25,129.77,326.98,41.765,150
2022-07-25,330.0,320.1,130.4,331.98,41.638,153
2022-07-26,334.0,323.15,130.68,335.98,41.638,156
2022-07-27,333.0,322.18,130.91,334.98,41.638,154
2022-07-28,315.0,299.25,131.12,316.98,41.638,140
2022-07-29,290.0,282.75,131.3,291.98,41.638,121
2022-08-01,283.0,271.68,131.89,284.98,41.638,115
2022-08-02,287.0,278.39,132.2,288.98,41.638,117
2022-08-03,294.0,285.18,132.42,295.98,41.638,122
2022-08-04,294.5,285.67,132.65,296.48,41.638,122
2022-08-05,285.0,276.45,132.93,286.98,41.638,114
2022-08-08,285.0,277.16,133.57,286.98,41.638,113
2022-08-09,288.0,279.36,133.85,289.98,40.175,115
2022-08-10,288.0,279.36,134.05,289.98,40.175,115
2022-08-11,286.5,279.34,134.27,288.48,40.175,113
2022-08-12,287.0,279.83,134.55,288.98,40.175,113
2022-08-16,283.0,275.93,135.33,284.98,40.175,109
2022-08-17,288.0,280.8,135.53,289.98,40.175,112
2022-08-18,295.0,287.63,135.8,296.99,40.525,117
2022-08-19,302.5,293.43,136.17,304.5,40.47,122
2022-08-22,299.0,290.03,136.65,301.0,40.47,119
2022-08-23,300.0,289.5,136.95,302.0,40.365,119
2022-08-24,299.5,287.52,137.14,301.5,40.365,118
2022-08-25,297.0,286.61,137.38,299.0,40.393,116
2022-08-26,295.0,284.68,137.7,297.0,40.393,114
2022-08-29,293.5,283.23,138.32,295.5,40.393,112
2022-08-30,296.5,285.38,138.6,298.5,40.393,114
2022-08-31,295.75,285.4,138.75,297.75,40.393,113
2022-09-01,292.0,280.32,139.03,294.0,40.393,110
2022-09-05,282.5,271.2,140.7,284.5,40.393,101
2022-09-06,285.0,273.6,140.56,287.01,40.79,103
2022-09-07,283.0,270.97,140.8,285.01,40.79,101
2022-09-08,284.0,271.93,141.15,286.01,40.79,101
2022-09-09,283.0,271.68,141.38,285.01,40.79,100
2022-09-12,280.5,269.28,142.28,282.49,40.663,97
2022-09-13,282.0,272.13,142.6,284.0,40.743,98
2022-09-14,284.0,274.06,142.88,286.0,40.743,99
2022-09-15,296.5,288.35,143.2,298.5,40.743,107
2022-09-16,301.5,293.96,143.52,303.5,40.743,110
2022-09-19,304.5,296.89,144.37,306.5,40.938,111
2022-09-20,302.5,293.43,144.64,304.5,40.94,109
2022-09-21,306.5,297.31,144.9,308.5,40.94,112
2022-09-22,313.0,303.61,145.18,315.0,40.94,116
2022-09-23,313.0,302.83,145.46,315.0,40.94,115
2022-09-26,310.0,299.15,146.27,312.0,40.94,112
2022-09-27,306.0,295.29,146.58,308.0,40.94,109
2022-09-28,306.5,296.54,146.86,308.5,40.94,109
2022-09-29,307.0,296.26,147.07,309.0,41.653,109
2022-09-30,310.0,298.38,147.36,312.0,41.653,110
2022-10-03,309.5,298.67,148.25,311.5,41.653,109
2022-10-04,310.0,297.6,148.58,312.0,40.956,109
2022-10-05,312.0,299.52,148.9,314.0,40.956,110
2022-10-06,308.0,292.6,149.2,310.0,40.956,106
2022-10-11,306.5,288.11,150.69,308.5,40.956,103
2022-10-12,308.5,293.08,151.04,310.5,40.956,104
2022-10-13,314.0,298.3,151.3,316.0,40.959,108
2022-10-14,313.0,297.35,151.64,315.0,40.959,106
2022-10-17,308.5,293.08,152.5,310.52,41.218,102
2022-10-18,304.0,291.84,152.83,306.02,41.218,99
2022-10-19,304.0,291.84,153.17,306.02,41.218,98
2022-10-20,304.0,291.08,153.51,306.02,41.218,98
2022-10-21,304.0,291.84,153.82,306.02,41.218,98
2022-10-24,304.5,292.32,154.74,306.51,41.18,97
2022-10-25,306.0,293.76,155.08,308.01,41.18,97
2022-10-26,306.0,293.76,155.4,308.01,41.18,97
2022-10-27,308.0,294.14,155.7,310.01,41.18,98
2022-10-28,307.0,293.19,156.01,309.01,41.18,97
2022-10-31,308.0,294.14,156.91,310.01,40.648,96
2022-11-01,304.0,290.32,157.28,306.01,40.648,93
2022-11-02,304.0,290.32,157.6,306.01,40.648,93
2022-11-03,304.0,290.32,158.0,306.01,40.648,92
2022-11-04,305.0,292.04,158.32,307.01,40.648,93
2022-11-07,303.0,290.12,159.37,305.01,40.648,90
2022-11-08,304.5,292.32,159.73,306.51,40.648,91
2022-11-09,306.0,293.76,160.03,308.01,40.648,91
2022-11-10,308.0,295.68,160.39,310.01,40.648,92
2022-11-11,310.0,299.15,160.75,312.01,40.648,93
2022-11-14,310.0,298.38,161.78,311.99,39.82,92
2022-11-15,320.0,305.6,162.14,321.99,39.74,97
2022-11-16,324.0,310.23,162.47,325.92,39.795,99
2022-11-17,336.5,318.83,162.79,338.47,40.043,107
2022-11-18,333.0,317.18,163.17,334.97,39.8,104
2022-11-22,333.0,317.18,164.5,334.97,39.8,102
2022-11-23,327.0,313.92,164.83,328.97,39.8,98
2022-11-24,327.0,313.92,165.17,328.97,39.8,98
2022-11-25,327.0,313.92,165.58,328.97,39.8,97
2022-11-28,323.0,313.31,166.6,324.97,39.488,94
2022-11-29,324.0,314.28,166.97,325.97,39.488,94
2022-11-30,324.0,314.28,167.34,325.97,39.488,94
2022-12-01,325.0,315.25,167.73,326.97,39.488,94
2022-12-02,327.5,319.31,168.09,329.47,39.488,95
2022-12-05,331.0,322.73,169.16,332.97,39.488,96
2022-12-06,343.0,331.0,169.5,344.97,39.488,102
2022-12-07,340.0,328.1,169.87,341.97,39.04,100
2022-12-12,333.0,322.18,171.37,334.97,39.4,94
2022-12-13,333.0,323.01,171.81,334.94,38.7,94
2022-12-14,331.0,322.73,172.05,332.94,38.6,92
2022-12-15,333.0,324.68,172.39,334.94,38.6,93
2022-12-16,331.0,322.73,172.7,332.94,38.6,92
2022-12-19,334.0,324.82,173.63,335.94,38.6,92
2022-12-21,335.0,324.95,174.28,336.94,38.6,92
2022-12-22,336.0,327.6,174.53,337.94,38.6,93
2022-12-23,337.0,330.26,174.84,338.94,38.6,93
2022-12-26,337.0,330.26,175.77,338.94,38.6,92
2022-12-27,340.0,334.9,176.06,341.94,38.6,93
2022-12-28,345.0,339.83,176.38,346.94,39.798,96
2022-12-29,340.0,334.9,176.74,341.94,39.798,92
2022-12-30,340.0,334.9,177.12,341.94,39.798,92
2023-01-03,343.0,334.43,178.4,344.94,39.798,92
2023-01-04,340.0,331.5,178.67,341.94,39.798,90
2023-01-05,341.0,332.48,178.95,342.94,39.798,91
2023-01-06,339.0,330.53,179.24,340.94,39.798,89
2023-01-09,336.0,329.28,180.14,337.94,39.798,87
2023-01-10,333.0,324.68,180.39,334.94,39.798,85
2023-01-11,337.0,330.26,180.68,338.94,39.798,87
2023-01-12,343.0,337.86,180.97,344.94,39.798,90
2023-01-13,350.0,344.75,181.28,351.92,39.693,93
2023-01-16,350.0,344.75,181.28,351.92,39.693,93
2023-01-17,360.0,351.0,182.5,361.93,39.55,97
2023-01-18,350.0,343.0,182.81,351.93,39.255,91
2023-01-19,358.0,347.26,183.11,359.92,39.13,96
2023-01-20,360.0,349.2,183.45,361.92,39.07,96
2023-01-23,363.0,353.93,184.37,364.92,39.125,97
2023-01-24,362.0,354.76,184.69,363.92,39.11,96
2023-01-25,365.0,357.7,185.0,366.92,39.06,97
2023-01-26,370.0,357.05,185.32,371.92,38.925,100
2023-01-27,370.0,357.98,185.61,371.92,38.66,99
2023-01-30,370.0,356.13,186.56,371.92,38.66,98
2023-01-31,369.5,355.64,187.0,371.42,38.66,98
2023-02-01,366.0,354.11,187.29,367.92,38.66,95
2023-02-02,367.0,356.91,187.58,368.92,38.66,96
2023-02-03,366.0,355.02,188.02,367.92,38.66,95
2023-02-06,367.0,355.99,189.12,368.92,38.66,94
2023-02-07,366.0,355.02,189.52,367.92,38.66,93
2023-02-08,365.5,354.54,189.85,367.42,38.66,93
2023-02-10,370.5,355.68,190.52,372.42,38.66,94
2023-02-13,370.0,355.2,191.65,371.92,38.66,93
2023-02-14,370.0,355.2,192.0,371.92,38.66,93
2023-02-15,369.0,355.16,192.38,370.92,38.66,92
2023-02-16,369.0,354.24,192.83,370.94,39.798,91
2023-02-17,369.5,356.57,193.19,371.44,39.21,91
2023-02-21,369.5,356.57,193.19,371.44,39.21,91
2023-02-22,368.0,356.04,194.95,369.94,38.785,89
2023-02-23,367.0,355.99,195.34,368.94,38.785,88
2023-02-24,367.0,355.99,195.68,368.94,38.785,88
2023-02-27,365.0,354.05,196.81,366.94,38.785,85
2023-02-28,366.0,355.02,197.15,367.94,38.785,86
2023-03-01,369.0,357.93,197.56,370.94,38.785,87
2023-03-02,372.0,362.7,197.87,373.94,38.785,88
2023-03-03,372.0,364.56,198.29,373.94,38.785,88
2023-03-06,373.0,365.54,199.35,374.94,38.785,87
2023-03-07,373.0,364.61,199.68,374.94,38.782,87
2023-03-08,379.0,369.53,200.0,380.94,38.782,90
2023-03-09,386.0,376.35,200.36,387.94,39.185,93
2023-03-10,394.0,382.18,200.73,395.94,39.233,96
2023-03-13,395.0,380.19,201.86,396.94,39.233,96
2023-03-14,395.0,380.19,202.1,396.94,39.233,95
2023-03-15,396.5,381.63,202.57,398.44,39.233,96
2023-03-16,401.0,386.97,202.94,402.94,39.233,98
2023-03-17,403.0,388.9,203.34,404.94,39.233,98
2023-03-20,403.0,388.9,204.53,404.94,39.233,97
2023-03-21,400.0,386.0,205.0,401.94,39.233,95
2023-03-22,397.0,383.11,205.38,398.94,39.233,93
2023-03-23,391.0,377.32,205.78,392.94,39.233,90
2023-03-27,392.0,378.28,207.42,393.94,39.233,89
2023-03-28,391.0,377.32,207.84,392.94,39.233,88
2023-03-29,396.0,384.12,208.3,397.94,39.233,90
2023-03-30,402.0,390.95,208.6,403.94,39.233,93
2023-03-31,407.0,395.81,209.01,408.94,39.233,95
2023-04-03,407.0,395.81,210.37,408.92,38.62,93
2023-04-04,409.0,397.75,210.78,410.92,38.735,94
2023-04-05,408.0,396.78,211.22,409.92,38.735,93
2023-04-10,404.0,391.88,213.39,405.92,38.735,89
2023-04-11,401.0,388.97,213.76,402.92,38.735,88
2023-04-12,400.0,388.0,214.24,401.92,38.735,87
2023-04-13,402.5,390.43,214.68,404.42,38.735,87
2023-04-14,404.0,391.88,215.12,405.92,38.735,88
2023-04-17,410.0,396.68,216.38,411.91,38.965,89
2023-04-18,426.0,412.16,216.93,427.91,38.965,96
2023-04-19,434.0,419.9,217.48,435.91,38.965,100
2023-04-20,435.0,420.86,218.0,436.91,38.965,100
2023-04-21,453.0,440.54,218.53,454.91,38.965,107
2023-04-24,463.0,450.27,220.25,464.91,38.965,110
2023-04-25,470.0,458.25,220.87,471.91,38.965,113
2023-04-26,469.0,459.62,221.57,470.91,38.965,112
2023-04-27,457.0,447.86,222.0,458.91,38.965,106
2023-04-28,456.0,446.88,222.68,457.91,38.965,105
2023-05-02,459.0,449.82,224.65,460.91,38.965,104
2023-05-03,450.0,438.75,225.2,451.91,38.965,100
2023-05-04,450.0,436.5,225.7,451.91,38.965,99
2023-05-05,456.0,442.32,226.25,457.91,38.965,102
2023-05-08,456.0,440.04,227.65,457.91,38.965,100
2023-05-09,452.0,436.18,228.05,453.91,38.965,98
2023-05-10,452.0,436.18,228.5,453.91,38.965,98
2023-05-11,454.0,440.38,229.0,455.91,38.965,98
2023-05-12,468.0,453.96,229.2,469.91,38.965,104
2023-05-15,472.0,457.84,230.7,473.91,38.965,105
2023-05-16,483.0,463.68,231.1,484.91,38.965,109
2023-05-17,482.0,462.72,231.65,483.91,38.965,108
2023-05-18,494.0,476.71,232.1,495.91,38.965,113
2023-05-19,493.0,475.75,232.75,494.91,38.965,112
2023-05-22,493.0,470.82,234.35,494.91,38.965,110
2023-05-23,492.0,469.86,234.95,493.91,38.965,109
2023-05-24,492.0,469.86,235.63,493.91,38.965,109
2023-05-29,491.0,468.91,238.26,492.91,38.965,106
2023-05-30,487.0,466.3,238.79,488.91,38.965,104
2023-05-31,489.5,468.7,239.5,491.41,38.965,104
2023-06-01,495.0,473.96,240.25,496.91,38.965,106
2023-06-02,496.0,476.16,240.8,497.91,38.965,106
2023-06-05,497.0,477.12,242.5,498.91,38.965,105
2023-06-06,494.0,474.24,243.25,495.91,38.965,103
2023-06-07,496.0,476.16,243.75,497.91,38.965,103
2023-06-08,498.0,480.57,244.45,499.91,38.965,104
2023-06-09,500.0,482.5,245.0,501.91,38.965,104
2023-06-12,500.0,480.0,246.8,501.91,38.965,103
2023-06-13,500.0,480.0,247.1,501.91,38.965,102
2023-06-14,501.0,479.71,248.0,502.91,38.965,102
2023-06-15,505.5,484.02,248.35,507.41,38.965,104
2023-06-16,505.5,482.75,249.45,507.41,38.965,103
2023-06-21,506.0,479.44,251.85,507.91,38.965,101
2023-06-22,511.5,484.65,252.55,513.41,38.965,103
2023-06-23,518.0,489.51,253.05,519.91,38.965,105
2023-06-26,511.0,485.45,254.35,512.91,38.965,101
2023-06-27,510.0,484.5,255.25,511.91,38.965,100
2023-06-28,505.5,480.23,255.9,507.41,38.965,98
2023-06-29,507.0,481.65,256.25,508.91,38.965,98
2023-06-30,507.0,481.65,256.75,508.91,38.965,97
2023-07-03,507.0,481.65,257.95,508.91,38.965,97
2023-07-04,507.0,481.65,258.0,508.91,38.965,97
2023-07-05,510.0,485.78,259.5,511.91,38.965,97
2023-07-06,515.0,489.25,260.35,516.91,38.965,98
2023-07-07,515.0,489.25,261.0,516.91,38.965,97
2023-07-10,514.75,489.01,262.5,516.66,38.965,96
2023-07-11,515.0,489.25,263.3,516.91,38.965,96
2023-07-12,516.0,490.2,264.0,517.91,38.965,95
2023-07-13,524.5,496.96,264.4,526.41,38.965,98
2023-07-14,540.0,510.3,265.05,541.91,38.965,104
2023-07-17,534.0,501.96,266.75,535.91,38.965,100
2023-07-18,528.0,496.32,267.6,529.91,38.965,97
2023-07-19,528.0,495.0,268.25,529.91,38.965,97
2023-07-20,530.0,496.88,268.75,531.91,38.965,97
2023-07-21,533.0,499.69,269.45,534.91,37.95,98
2023-07-24,535.0,501.56,271.2,536.91,37.95,97
2023-07-25,542.0,512.19,271.6,543.91,37.95,100
2023-07-26,542.0,517.61,272.45,543.91,37.95,99
2023-07-27,545.0,519.11,273.0,546.91,37.95,100
2023-07-28,547.0,521.02,273.63,548.91,37.95,100
2023-07-31,552.0,525.78,275.3,553.91,37.95,101
2023-08-01,560.0,529.2,276.15,561.91,37.95,103
2023-08-02,567.5,533.45,277.4,569.41,37.95,105
2023-08-03,577.0,542.38,278.1,578.91,37.95,107
2023-08-04,585.0,552.83,279.25,586.91,37.95,109
2023-08-07,598.0,566.61,283.2,599.91,37.95,111
2023-08-08,598.0,566.61,284.2,599.91,37.95,110
2023-08-09,591.0,559.97,285.2,592.91,37.95,107
2023-08-10,598.0,568.1,286.2,599.91,37.95,109
2023-08-11,600.0,570.0,287.35,601.91,37.95,109
2023-08-14,656.5,625.32,350.0,658.41,37.95,88
2023-08-15,700.0,666.75,350.0,701.91,37.95,100
2023-08-16,722.5,691.79,350.0,724.41,37.95,106
2023-08-17,745.0,711.48,350.0,746.91,37.95,113
2023-08-18,745.0,709.61,350.0,746.91,37.95,113
2023-08-21,745.0,709.61,350.0,746.91,37.95,113
2023-08-22,745.0,713.34,350.0,746.91,37.95,113
2023-08-23,746.5,705.44,350.0,748.41,37.95,113
2023-08-24,761.0,717.24,350.0,762.91,37.95,117
2023-08-25,770.0,719.95,350.0,771.91,37.95,120
2023-08-28,786.0,734.91,350.0,787.92,37.95,125
2023-08-29,800.0,744.0,350.0,801.92,37.95,129
2023-08-30,800.0,752.0,350.0,801.92,37.95,129
2023-08-31,780.0,733.2,350.0,781.92,37.95,123
2023-09-01,767.0,720.98,350.0,768.92,37.95,119
2023-09-04,767.0,720.98,350.0,768.92,37.95,119
2023-09-05,760.0,714.4,350.0,761.92,37.95,117
2023-09-06,762.0,716.28,350.0,763.92,37.95,118
2023-09-07,744.0,697.5,350.0,745.92,37.95,113
2023-09-08,735.0,690.9,350.0,736.92,37.95,110
2023-09-11,736.0,695.52,350.0,737.92,37.95,110
2023-09-12,740.0,693.75,350.0,741.92,37.95,111
2023-09-13,740.0,693.75,350.0,741.92,37.95,111
2023-09-14,741.0,694.69,350.0,742.92,37.95,112
2023-09-15,738.0,690.03,350.0,739.92,37.95,111
2023-09-18,734.0,686.29,350.0,735.92,37.95,110
2023-09-19,738.0,690.03,350.0,739.92,37.95,111
2023-09-20,742.0,693.77,350.0,743.92,37.95,112
2023-09-21,750.0,703.13,350.0,751.92,37.95,114
2023-09-22,752.0,703.12,350.0,753.92,37.95,115
2023-09-25,761.0,711.54,350.0,762.92,37.95,117
2023-09-26,776.0,725.56,350.0,777.92,37.95,122
2023-09-27,789.0,737.72,350.0,790.92,37.95,125
2023-09-28,820.0,770.8,350.0,821.92,37.95,134
2023-09-29,820.0,770.8,350.0,821.92,37.95,134
2023-10-02,829.0,779.26,350.0,830.92,37.95,137
2023-10-03,860.0,817.0,350.0,861.92,37.95,146
2023-10-04,900.0,855.0,350.0,901.92,37.95,157
2023-10-05,890.0,845.5,350.0,891.92,37.95,154
2023-10-06,870.0,835.2,350.0,871.92,37.95,149
2023-10-09,890.0,854.4,350.0,891.92,37.95,154
2023-10-10,940.0,902.4,350.0,941.92,37.95,169
2023-10-11,935.0,909.29,350.0,936.92,37.95,167
2023-10-12,965.0,936.05,350.0,966.92,37.95,176
2023-10-17,980.0,945.7,350.0,981.92,37.95,180
2023-10-18,980.0,943.25,350.0,981.92,37.95,180
2023-10-19,990.0,945.45,350.0,991.92,37.95,183
2023-10-20,1050.0,997.5,350.0,1051.92,40.0,200
2023-10-23,1000.0,940.0,350.0,1001.92,39.82,186
2023-10-24,900.0,864.0,350.0,901.94,39.875,157
2023-10-25,905.0,868.8,350.0,906.95,39.895,159
2023-10-26,885.0,858.45,350.0,886.95,39.99,153
2023-10-27,870.0,848.25,350.0,871.95,39.95,149
2023-10-30,860.0,842.8,350.0,861.94,39.958,146
2023-10-31,860.0,842.8,350.0,861.94,39.958,146
2023-11-01,885.0,871.73,350.0,886.95,40.06,153
2023-11-02,880.0,866.8,350.0,881.94,40.06,151
2023-11-03,870.0,852.6,350.0,871.94,39.875,149
2023-11-07,865.0,852.03,350.0,866.94,39.94,147
2023-11-08,850.0,837.25,350.0,851.93,39.915,143
2023-11-09,870.0,856.95,350.0,871.94,39.875,149
2023-11-10,895.0,881.58,350.0,896.94,39.91,156
2023-11-13,895.0,886.05,350.0,896.93,40.025,156
2023-11-14,885.0,876.15,350.0,886.92,39.82,153
2023-11-15,880.0,871.2,353.0,881.92,39.635,149
2023-11-16,870.0,861.3,353.45,871.92,39.51,146
2023-11-17,875.0,875.0,354.0,876.92,39.54,147
2023-11-20,875.0,875.0,354.0,876.91,39.3,147
2023-11-21,915.0,915.0,356.0,916.92,39.125,157
2023-11-22,985.0,985.0,356.5,986.92,39.23,176
2023-11-23,1010.0,1010.0,356.5,1011.92,39.315,183
2023-11-24,975.0,965.25,357.55,976.91,39.23,173
2023-11-27,925.0,925.0,359.0,926.91,39.173,158
2023-11-28,865.0,865.0,359.5,866.91,39.048,141
2023-11-29,840.0,840.0,360.0,841.91,39.08,133
2023-11-30,870.0,870.0,360.5,871.92,39.115,141
2023-12-01,925.0,925.0,361.05,926.92,38.85,156
2023-12-04,925.0,925.0,362.45,926.92,39.135,155
2023-12-05,945.0,945.0,363.05,946.93,39.19,160
2023-12-06,945.0,945.0,363.6,946.93,39.08,160
2023-12-07,1000.0,1000.0,364.0,1001.93,39.19,175
2023-12-11,1020.0,1020.0,366.05,1021.93,39.625,179
2023-12-12,1045.0,1039.78,366.5,1046.93,39.875,185
2023-12-13,1030.0,1024.85,800.0,1031.92,39.93,29
