fecha,USD CCL,USD MEP,OFICIAL,EUR,UYU,Brecha
2023-12-14,1030.0,1030.0,800.55,1031.92,39.5,29
2023-12-15,1010.0,1004.95,801.05,1011.92,39.33,26
2023-12-18,965.0,965.0,802.6,966.92,39.326,20
2023-12-19,965.0,965.0,803.15,966.91,39.375,20
2023-12-20,950.0,950.0,803.75,951.91,39.435,18
2023-12-21,950.0,950.0,804.25,951.9,39.34,18
2023-12-22,950.0,950.0,804.85,951.91,39.3,18
2023-12-26,940.0,940.0,806.9,941.91,39.14,16
2023-12-27,930.0,930.0,807.45,931.9,39.015,15
2023-12-28,940.0,940.0,808.0,941.9,39.1,16
2023-12-29,975.0,975.0,808.5,976.91,38.85,21
2024-01-02,1000.0,1000.0,810.65,1001.91,39.135,23
2024-01-03,1050.0,1039.5,811.2,1051.92,39.225,29
2024-01-04,1100.0,1067.0,811.75,1101.91,39.325,36
2024-01-05,1150.0,1115.5,812.25,1151.91,39.4,42
2024-01-08,1200.0,1152.0,813.9,1201.91,39.305,47
2024-01-09,1200.0,1152.0,814.35,1201.92,39.445,47
2024-01-10,1185.0,1137.6,814.95,1186.91,39.3,45
2024-01-11,1170.0,1129.05,815.45,1171.91,39.305,43
2024-01-12,1130.0,1096.1,816.05,1131.91,39.22,38
2024-01-15,1160.0,1122.3,816.05,1161.91,39.22,42
2024-01-16,1200.0,1158.0,818.15,1201.92,39.23,47
2024-01-17,1275.0,1227.19,818.65,1276.92,39.31,56
2024-01-18,1285.0,1227.18,819.2,1286.92,39.275,57
2024-01-19,1300.0,1241.5,819.85,1301.92,39.01,59
2024-01-22,1300.0,1235.0,821.4,1301.92,38.65,58
2024-01-23,1290.0,1231.95,821.9,1291.92,38.78,57
2024-01-24,1300.0,1241.5,822.4,1301.92,38.78,58
2024-01-25,1285.0,1227.18,823.0,1286.92,39.03,56
2024-01-26,1245.0,1188.98,823.5,1246.92,38.99,51
2024-01-29,1265.0,1214.4,825.5,1266.92,39.13,53
2024-01-30,1270.0,1219.2,825.7,1271.92,39.14,54
2024-01-31,1240.0,1184.2,826.4,1241.92,39.11,50
2024-02-01,1290.0,1235.18,826.9,1291.92,39.98,56
2024-02-02,1300.0,1241.5,827.3,1301.93,39.03,57
2024-02-05,1285.0,1223.96,829.0,1286.93,39.175,55
2024-02-06,1250.0,1187.5,829.5,1251.93,39.105,51
2024-02-07,1270.0,1206.5,830.2,1271.93,39.125,53
2024-02-08,1250.0,1190.63,830.6,1251.93,39.205,50
2024-02-09,1240.0,1178.0,831.2,1241.93,39.205,49
2024-02-14,1185.0,1128.71,833.9,1186.93,39.198,42
2024-02-15,1160.0,1104.9,834.6,1161.93,39.088,39
2024-02-16,1115.0,1062.04,835.1,1116.93,39.143,34
2024-02-19,1140.0,1085.85,835.1,1141.93,39.143,37
2024-02-20,1135.0,1078.25,837.3,1136.93,39.045,36
2024-02-21,1120.0,1064.0,837.9,1121.92,39.105,34
2024-02-22,1095.0,1042.99,838.4,1096.92,39.065,31
2024-02-23,1110.0,1062.83,839.0,1111.92,39.093,32
2024-02-26,1100.0,1053.25,840.7,1101.92,39.19,31
2024-02-27,1090.0,1043.68,841.2,1091.92,39.188,30
2024-02-28,1070.0,1027.2,841.8,1071.92,39.11,27
2024-02-29,1075.0,1032.0,842.2,1076.93,39.035,28
2024-03-01,1080.0,1044.9,843.5,1081.92,38.92,28
2024-03-04,1065.0,1033.05,844.2,1066.92,39.015,26
2024-03-05,1050.0,1018.5,845.2,1051.92,39.065,24
2024-03-06,1020.0,984.3,846.0,1021.92,38.913,21
2024-03-07,1030.0,993.95,846.5,1031.91,38.725,22
2024-03-08,1045.0,1008.43,847.0,1046.91,38.76,23
2024-03-11,1025.0,984.0,848.0,1026.92,38.8,21
2024-03-12,1075.0,1032.0,848.5,1076.92,38.765,27
2024-03-13,1055.0,1012.8,850.0,1056.91,38.575,24
2024-03-14,1060.0,1017.6,850.5,1061.92,38.43,25
2024-03-15,1065.0,1019.74,851.0,1066.92,38.43,25
2024-03-18,1075.0,1021.25,852.0,1076.92,38.43,26
2024-03-19,1080.0,1026.0,853.0,1081.92,38.38,27
2024-03-20,1100.0,1042.25,854.0,1101.92,38.025,29
2024-03-21,1100.0,1036.75,854.5,1101.92,37.68,29
2024-03-22,1095.0,1032.04,855.0,1096.93,37.813,28
2024-03-25,1090.0,1016.43,856.5,1091.92,37.55,27
2024-03-26,1100.0,1025.75,857.0,1101.92,37.555,28
2024-03-27,1090.0,1019.15,858.0,1091.92,37.55,27
2024-04-03,1070.0,1000.45,861.25,1071.92,38.35,24
2024-04-04,1060.0,996.4,861.75,1061.92,38.35,23
2024-04-05,1050.0,997.5,862.75,1051.92,38.56,22
2024-04-08,1040.0,982.8,864.25,1041.92,38.8,20
2024-04-09,1045.0,990.14,864.75,1046.92,38.385,21
2024-04-10,1045.0,990.14,865.5,1046.93,38.625,21
2024-04-11,1050.0,997.5,865.75,1051.93,38.645,21
2024-04-12,1050.0,997.5,866.75,1051.94,38.793,21
2024-04-15,1070.0,1016.5,868.25,1071.94,38.9,23
2024-04-16,1075.0,1021.25,868.75,1076.94,38.9,24
2024-04-17,1065.0,1022.4,869.25,1066.94,38.625,23
2024-04-18,1065.0,1022.4,869.75,1066.94,38.55,22
2024-04-19,1065.0,1022.4,870.75,1066.94,38.525,22
2024-04-22,1065.0,1022.4,872.25,1066.94,38.525,22
2024-04-23,1055.0,1007.53,872.75,1056.93,38.31,21
2024-04-24,1055.0,1007.53,873.25,1056.93,38.31,21
2024-04-25,1080.0,1031.4,874.0,1081.93,38.488,24
2024-04-26,1085.0,1036.18,874.75,1086.93,38.16,24
2024-04-29,1090.0,1040.95,876.75,1091.93,38.24,24
2024-04-30,1090.0,1040.95,877.25,1091.94,38.24,24
2024-05-02,1115.0,1062.04,878.25,1116.93,38.26,27
2024-05-03,1115.0,1064.83,878.75,1116.93,38.14,27
2024-05-06,1110.0,1060.05,880.5,1111.93,38.45,26
2024-05-07,1095.0,1045.73,880.75,1096.93,38.63,24
2024-05-08,1080.0,1031.4,881.75,1081.93,38.438,22
2024-05-09,1085.0,1047.03,882.5,1086.93,38.553,23
2024-05-10,1080.0,1036.8,883.0,1081.93,38.555,22
2024-05-13,1080.0,1036.8,885.0,1081.93,38.555,22
2024-05-14,1085.0,1041.6,885.5,1086.92,38.705,23
2024-05-15,1090.0,1046.4,885.75,1091.99,38.813,23
2024-05-16,1100.0,1056.0,886.25,1101.92,38.68,24
2024-05-17,1100.0,1056.0,886.75,1101.92,38.51,24
2024-05-20,1100.0,1056.0,888.5,1101.92,38.51,24
2024-05-21,1195.0,1147.2,889.5,1196.92,38.325,34
2024-05-22,1250.0,1221.88,890.0,1251.92,38.47,40
2024-05-23,1250.0,1225.0,890.25,1251.93,38.51,40
2024-05-24,1230.0,1205.4,890.75,1231.92,38.6,38
2024-05-27,1250.0,1225.0,890.75,1251.92,38.6,40
2024-05-28,1230.0,1205.4,893.25,1231.92,38.6,38
2024-05-29,1210.0,1176.73,893.75,1211.93,38.84,35
2024-05-30,1215.0,1181.59,894.5,1216.92,38.695,36
2024-05-31,1245.0,1210.76,895.75,1246.92,38.775,39
2024-06-03,1295.0,1262.63,896.75,1296.92,38.845,44
2024-06-04,1310.0,1277.25,897.0,1311.92,38.99,46
2024-06-05,1305.0,1272.38,898.75,1306.92,39.1,45
2024-06-06,1300.0,1270.75,898.75,1301.92,38.845,45
2024-06-07,1310.0,1280.53,899.0,1311.93,39.05,46
2024-06-10,1305.0,1278.9,901.17,1306.93,39.135,45
2024-06-11,1305.0,1278.9,902.17,1306.93,39.12,45
2024-06-12,1300.0,1274.0,902.25,1301.93,39.25,44
2024-06-13,1270.0,1244.6,902.75,1271.93,39.265,41
2024-06-14,1265.0,1239.7,903.25,1266.93,39.223,40
2024-06-18,1265.0,1239.7,904.0,1266.93,39.38,40
2024-06-19,1295.0,1282.05,904.0,1296.93,39.38,43
2024-06-24,1310.0,1296.9,908.75,1311.93,39.31,44
2024-06-25,1315.0,1301.85,909.25,1316.93,39.31,45
2024-06-26,1340.0,1326.6,911.0,1341.94,39.54,47
2024-06-27,1340.0,1326.6,911.0,1341.94,39.54,47
2024-06-28,1350.0,1336.5,911.5,1351.93,39.95,48
2024-07-01,1400.0,1400.0,913.5,1401.93,40.138,53
2024-07-02,1430.0,1430.0,914.0,1431.93,40.29,56
2024-07-03,1400.0,1400.0,914.25,1401.93,40.29,53
2024-07-04,1395.0,1395.0,914.25,1396.92,40.0,53
2024-07-05,1395.0,1395.0,915.5,1396.92,40.1,52
2024-07-08,1385.0,1385.0,917.5,1386.92,40.038,51
2024-07-10,1390.0,1376.1,918.5,1391.92,40.075,51
2024-07-11,1410.0,1399.43,919.5,1411.92,40.065,53
2024-07-15,1310.0,1303.45,922.0,1311.92,40.165,42
2024-07-16,1290.0,1283.55,922.5,1291.92,40.17,40
2024-07-17,1310.0,1306.73,923.0,1311.91,40.225,42
2024-07-18,1320.0,1313.4,925.25,1321.92,40.225,43
2024-07-19,1325.0,1318.38,925.5,1326.92,40.415,43
2024-07-22,1330.0,1326.68,927.0,1331.92,40.133,43
2024-07-23,1335.0,1331.66,926.5,1336.92,40.185,44
2024-07-24,1335.0,1331.66,927.5,1336.92,40.27,44
2024-07-25,1325.0,1325.0,928.5,1326.92,40.27,43
2024-07-26,1315.0,1315.0,929.0,1316.92,40.27,42
2024-07-29,1295.0,1295.0,931.0,1296.92,40.27,39
2024-07-30,1270.0,1270.0,932.25,1271.92,40.25,36
2024-07-31,1280.0,1280.0,932.25,1281.92,40.245,37
2024-08-01,1300.0,1300.0,932.5,1301.93,40.45,39
2024-08-02,1320.0,1320.0,933.5,1321.92,40.498,41
2024-08-05,1340.0,1340.0,935.25,1341.91,40.575,43
2024-08-06,1330.0,1330.0,936.25,1331.91,40.5,42
2024-08-07,1325.0,1325.0,937.0,1326.91,40.435,41
2024-08-08,1310.0,1310.0,937.5,1311.92,40.275,40
2024-08-09,1300.0,1300.0,938.0,1301.92,40.275,39
2024-08-12,1280.0,1280.0,939.25,1281.92,40.38,36
2024-08-13,1270.0,1270.0,940.5,1271.91,40.4,35
2024-08-14,1265.0,1265.0,940.75,1266.91,40.283,34
2024-08-15,1275.0,1275.0,942.0,1276.91,40.3,35
2024-08-19,1290.0,1290.0,944.0,1291.9,40.228,37
2024-08-20,1295.0,1295.0,944.5,1296.9,40.26,37
2024-08-21,1292.0,1292.0,945.25,1293.9,40.33,37
2024-08-22,1290.0,1286.78,945.5,1291.9,40.385,36
2024-08-23,1290.0,1286.78,946.5,1291.89,40.25,36
2024-08-26,1290.0,1286.78,948.5,1291.89,40.25,36
2024-08-27,1295.0,1288.53,949.75,1296.89,40.25,36
2024-08-28,1295.0,1288.53,950.25,1296.9,40.308,36
2024-08-29,1290.0,1273.88,950.5,1291.9,40.335,36
2024-08-30,1295.0,1278.81,951.0,1296.91,40.325,36
2024-09-02,1305.0,1288.69,952.25,1306.91,40.325,37
2024-09-03,1305.0,1288.69,953.5,1306.91,40.345,37
2024-09-04,1295.0,1282.05,953.0,1296.9,40.375,36
2024-09-05,1275.0,1259.06,954.0,1276.9,40.35,34
2024-09-06,1260.0,1244.25,955.0,1261.9,40.35,32
2024-09-09,1240.0,1224.5,958.0,1241.91,40.375,29
2024-09-10,1250.0,1234.38,958.5,1251.91,40.55,30
2024-09-11,1255.0,1239.31,959.0,1256.91,41.0,31
2024-09-12,1255.0,1239.31,959.0,1256.91,41.0,31
2024-09-13,1250.0,1225.0,960.0,1251.9,40.75,30
2024-09-16,1245.0,1220.1,962.25,1246.9,40.98,29
2024-09-17,1245.0,1216.99,961.5,1246.9,41.13,29
2024-09-18,1235.0,1210.3,962.5,1236.9,41.13,28
2024-09-19,1235.0,1210.3,962.5,1236.9,41.13,28
2024-09-20,1220.0,1195.6,962.5,1221.9,41.705,27
2024-09-23,1225.0,1203.56,966.25,1226.9,42.26,27
2024-09-24,1225.0,1203.56,966.75,1226.89,42.175,27
2024-09-25,1225.0,1206.63,967.75,1226.9,41.96,27
2024-09-26,1225.0,1206.63,967.75,1226.9,41.96,27
2024-09-27,1230.0,1211.55,968.5,1231.9,41.6,27
2024-09-30,1235.0,1210.3,971.0,1236.9,41.8,27
2024-10-01,1245.0,1220.1,971.25,1246.9,41.8,28
2024-10-02,1240.0,1209.0,972.0,1241.91,41.75,28
2024-10-03,1230.0,1190.03,973.0,1231.91,41.65,26
2024-10-04,1235.0,1197.95,974.75,1236.91,41.425,27
2024-10-07,1225.0,1188.25,975.75,1226.91,41.25,26
2024-10-08,1215.0,1172.48,976.0,1216.91,41.6,24
2024-10-09,1195.0,1147.2,976.25,1196.91,41.715,22
2024-10-10,1175.0,1130.94,980.0,1176.91,41.67,20
2024-10-14,1180.0,1135.75,980.0,1181.92,41.45,20
2024-10-15,1176.0,1134.84,981.0,1177.92,41.7,20
2024-10-16,1176.0,1134.84,981.0,1177.92,41.7,20
2024-10-17,1195.0,1159.15,982.0,1196.92,41.6,22
2024-10-18,1195.0,1159.15,983.75,1196.92,41.5,21
2024-10-21,1195.0,1159.15,983.5,1196.92,41.44,22
2024-10-22,1195.0,1162.14,984.0,1196.93,41.525,21
2024-10-23,1190.0,1163.23,984.5,1191.93,41.64,21
2024-10-24,1180.0,1158.17,985.25,1181.92,41.603,20
2024-10-25,1167.0,1143.66,988.25,1168.93,41.45,18
2024-10-28,1157.0,1133.86,988.75,1158.92,41.048,17
2024-10-29,1155.0,1134.79,989.25,1156.92,41.25,17
2024-10-30,1155.0,1134.79,990.25,1156.92,41.45,17
2024-10-31,1155.0,1131.9,991.0,1156.92,41.65,17
2024-11-01,1170.0,1140.75,992.75,1171.92,41.6,18
2024-11-04,1180.0,1150.5,993.25,1181.92,41.6,19
2024-11-05,1182.0,1146.54,994.5,1183.92,41.6,19
2024-11-06,1170.0,1134.9,994.5,1171.92,41.6,18
2024-11-07,1170.0,1134.9,995.5,1171.93,42.15,18
2024-11-08,1155.0,1126.13,998.0,1156.93,42.2,16
2024-11-11,1160.0,1131.0,998.5,1161.94,42.3,16
2024-11-12,1160.0,1128.1,998.75,1161.94,42.6,16
2024-11-13,1157.0,1122.29,999.25,1158.95,43.0,16
2024-11-14,1145.0,1104.93,999.75,1146.95,42.9,15
2024-11-15,1135.0,1095.28,1000.0,1136.95,42.9,14
2024-11-19,1113.0,1076.83,1003.25,1114.94,42.6,11
2024-11-20,1110.0,1073.93,1003.75,1111.94,42.6,11
2024-11-21,1110.0,1073.93,1005.25,1111.95,42.6,10
2024-11-22,1108.0,1078.64,1007.0,1109.96,42.6,10
2024-11-25,1107.0,1076.56,1007.25,1108.95,42.83,10
2024-11-26,1106.0,1076.69,1007.75,1107.95,42.91,10
2024-11-27,1104.0,1074.19,1008.75,1105.95,43.075,9
2024-11-28,1103.0,1073.22,1009.25,1104.95,43.075,9
2024-11-29,1102.0,1073.35,1011.75,1103.95,43.125,9
2024-12-02,1097.0,1069.58,1011.92,1098.95,43.14,8
2024-12-03,1100.0,1071.95,1013.16,1101.95,43.2,9
2024-12-04,1103.0,1075.98,1013.25,1104.95,43.35,9
2024-12-05,1090.0,1063.3,1013.5,1091.94,43.35,8
2024-12-06,1071.0,1046.9,1013.83,1072.95,43.58,6
2024-12-09,1067.0,1048.33,1016.75,1068.95,43.77,5
2024-12-10,1077.0,1058.15,1017.25,1078.95,44.25,6
2024-12-11,1073.0,1055.3,1018.0,1074.95,44.44,5
2024-12-12,1076.0,1054.48,1019.0,1077.96,44.45,6
2024-12-13,1090.0,1070.93,1020.0,1091.95,44.5,7
2024-12-16,1115.0,1095.49,1021.2,1116.95,44.35,9
2024-12-17,1147.0,1126.93,1021.83,1148.95,44.578,12
2024-12-18,1155.0,1137.68,1022.75,1156.97,44.63,13
2024-12-19,1153.0,1136.28,1023.25,1154.97,44.63,13
2024-12-20,1155.0,1140.56,1025.41,1156.96,44.4,13
2024-12-23,1170.0,1155.38,1027.5,1171.96,44.3,14
2024-12-24,1175.0,1159.14,1027.75,1176.96,43.975,14
2024-12-26,1185.0,1170.19,1029.0,1186.96,43.85,15
2024-12-27,1185.0,1170.19,1032.0,1186.96,43.8,15
2024-12-30,1185.0,1170.19,1032.0,1186.96,43.8,15
2025-01-02,1175.0,1160.31,1033.0,1176.97,44.05,14
2025-01-03,1175.0,1160.31,1035.0,1176.97,43.95,14
2025-01-06,1185.0,1164.26,1036.5,1186.96,43.95,14
2025-01-07,1185.0,1164.26,1036.5,1186.97,43.75,14
2025-01-08,1190.0,1166.2,1036.75,1191.97,43.86,15
2025-01-09,1187.0,1163.26,1037.75,1188.97,43.728,14
2025-01-10,1190.0,1163.23,1040.0,1191.98,44.0,14
2025-01-13,1191.0,1164.2,1040.25,1192.98,44.05,14
2025-01-14,1192.0,1169.95,1041.0,1193.97,43.99,15
2025-01-15,1190.0,1167.39,1041.75,1191.97,44.013,14
2025-01-16,1190.0,1166.2,1042.25,1191.97,43.925,14
2025-01-17,1189.0,1166.41,1044.5,1190.97,43.92,14
2025-01-20,1189.0,1166.41,1045.5,1190.97,43.92,14
2025-01-21,1189.0,1167.0,1047.5,1190.96,43.7,14
2025-01-22,1188.0,1166.62,1048.0,1189.96,43.43,13
2025-01-23,1186.0,1165.84,1047.67,1187.96,43.48,13
2025-01-24,1166.0,1151.43,1049.58,1167.95,43.325,11
2025-01-27,1174.0,1159.33,1050.5,1175.95,43.45,12
2025-01-28,1176.0,1161.3,1050.92,1177.96,43.338,12
2025-01-29,1178.0,1163.28,1051.58,1179.96,43.325,12
2025-01-30,1180.0,1165.25,1052.5,1181.96,43.24,12
2025-01-31,1182.0,1167.23,1053.5,1183.97,43.215,12
2025-02-03,1191.0,1176.11,1053.92,1192.97,43.537,13
2025-02-04,1195.0,1180.06,1054.25,1196.96,43.465,13
2025-02-05,1201.0,1188.99,1054.7,1202.96,43.465,14
2025-02-06,1199.0,1188.81,1054.88,1200.96,43.423,14
2025-02-07,1200.0,1188.0,1055.85,1201.97,43.465,14
2025-02-10,1193.0,1182.86,1056.38,1194.97,43.375,13
2025-02-11,1192.0,1180.68,1056.63,1193.97,43.385,13
2025-02-12,1194.0,1184.45,1056.75,1195.96,43.385,13
2025-02-13,1196.0,1185.83,1057.45,1197.96,43.375,13
2025-02-14,1197.0,1186.83,1058.5,1198.95,43.24,13
2025-02-17,1216.0,1206.27,1059.08,1217.95,43.24,15
2025-02-18,1212.0,1204.12,1059.16,1213.96,43.18,14
2025-02-19,1215.0,1205.28,1059.38,1216.96,43.2,15
2025-02-20,1214.0,1201.86,1059.88,1215.95,43.0,15
2025-02-21,1213.0,1200.87,1060.88,1214.96,42.8,14
2025-02-24,1213.0,1204.51,1061.13,1214.96,42.7,14
2025-02-25,1214.0,1207.93,1061.63,1215.95,42.62,14
2025-02-26,1216.0,1211.14,1061.88,1217.95,42.47,15
2025-02-27,1218.0,1213.13,1062.38,1219.96,42.45,15
2025-02-28,1227.0,1223.93,1064.38,1228.96,42.66,15
2025-03-05,1234.0,1234.0,1064.38,1235.93,42.52,16
2025-03-06,1236.0,1236.0,1064.63,1237.93,42.4,16
2025-03-07,1222.0,1218.95,1066.04,1223.92,42.4,15
2025-03-10,1228.0,1224.93,1066.33,1229.92,42.35,15
2025-03-11,1230.0,1230.0,1066.67,1231.92,42.45,15
2025-03-12,1230.0,1230.0,1066.88,1231.92,42.49,15
2025-03-13,1234.0,1232.15,1067.13,1235.92,42.53,16
2025-03-14,1240.0,1238.14,1068.54,1241.92,42.35,16
2025-03-17,1255.0,1251.86,1068.92,1256.92,42.15,17
2025-03-18,1298.0,1294.76,1069.13,1299.91,42.25,21
2025-03-19,1285.0,1281.79,1069.63,1286.92,42.21,20
2025-03-20,1285.0,1281.79,1070.0,1286.92,42.23,20
2025-03-21,1289.0,1285.78,1071.33,1290.92,42.2,20
2025-03-25,1295.0,1291.76,1071.58,1296.93,42.11,21
2025-03-26,1300.0,1296.75,1072.08,1301.93,42.115,21
2025-03-27,1296.0,1292.76,1072.29,1297.93,42.12,21
2025-03-28,1310.0,1306.73,1073.38,1311.92,42.11,22
2025-03-31,1315.0,1312.37,1073.88,1316.92,42.135,22
2025-01-04,1311.0,1309.69,1074.54,1312.93,42.15,22
2025-04-03,1318.0,1317.34,1074.83,1319.91,42.05,23
2025-04-04,1334.0,1333.33,1075.88,1335.91,42.1,24
2025-04-07,1364.0,1364.0,1076.33,1365.92,42.1,27
2025-04-08,1374.0,1374.0,1076.58,1375.91,42.1,28
2025-04-09,1350.0,1350.0,1077.13,1351.91,42.1,25
2025-04-10,1365.0,1365.0,1077.38,1366.89,42.1,27
2025-04-11,1335.0,1335.0,1078.38,1336.88,42.1,24
2025-04-14,1255.0,1255.0,1182.41,1256.88,42.2,6
2025-04-15,1240.0,1236.9,1200.83,1241.89,42.0,3
2025-04-16,1180.0,1174.1,1125.0,1181.88,42.0,5
2025-04-21,1137.0,1123.92,1093.0,1138.87,42.1,4
2025-04-22,1156.0,1138.66,1105.0,1157.88,42.1,5
2025-04-23,1186.0,1165.25,1165.0,1187.88,42.1,2
2025-04-24,1200.0,1182.0,1175.0,1201.88,42.1,2
2025-04-25,1197.0,1179.05,1169.0,1198.88,42.1,2
2025-04-28,1194.0,1176.09,1178.0,1195.88,42.1,1
2025-04-29,1190.0,1173.94,1165.0,1191.88,42.1,2
2025-04-30,1190.0,1173.94,1172.0,1191.88,41.985,2
2025-05-05,1215.0,1201.03,1204.0,1216.88,41.83,1
2025-05-06,1212.0,1199.88,1195.0,1213.88,41.83,1
2025-05-07,1167.0,1155.33,1125.0,1168.89,42.83,4
2025-05-08,1156.0,1144.44,1115.0,1157.89,42.83,4
2025-05-09,1160.0,1146.08,1135.0,1161.89,41.72,2
